"","MSW05_Order","MSW05_Family","MSW05_Genus","MSW05_Species","MSW05_Binomial","X1.1_ActivityCycle","X5.1_AdultBodyMass_g","X13.1_AdultHeadBodyLen_mm","X2.1_AgeatEyeOpening_d","X3.1_AgeatFirstBirth_d","X18.1_BasalMetRate_mLO2hr","X5.2_BasalMetRateMass_g","X6.1_DietBreadth","X7.1_DispersalAge_d","X9.1_GestationLen_d","X12.1_HabitatBreadth","X22.1_HomeRange_km2","X22.2_HomeRange_Indiv_km2","X14.1_InterbirthInterval_d","X15.1_LitterSize","X16.1_LittersPerYear","X17.1_MaxLongevity_m","X5.3_NeonateBodyMass_g","X13.2_NeonateHeadBodyLen_mm","X21.1_PopulationDensity_n.km2","X10.1_PopulationGrpSize","X23.1_SexualMaturityAge_d","X10.2_SocialGrpSize","X24.1_TeatNumber","X12.2_Terrestriality","X6.2_TrophicLevel","X25.1_WeaningAge_d","X5.4_WeaningBodyMass_g","X13.3_WeaningHeadBodyLen_mm"
"1928","Rodentia","Sciuridae","Sundasciurus","samarensis","Sundasciurus samarensis",1.25964712227882,225,210,14.3806880889338,150.311555107809,134.080367181594,160.815596622918,3.29201550145609,305.540710674164,34.0297882469772,1.45912624685029,0.00538686577628114,0.00483170463088319,64.4715668102852,2.77059555253532,2.31886713576912,51.802130877252,7.89873226412504,50.0085998063209,675.748288688365,16.691870201298,138.908395272204,1.19515282980714,5,1.72552531515024,1.41032222242619,28.1909245321731,47.9142462564562,135.507981767809
"1929","Rodentia","Sciuridae","Sundasciurus","steerii","Sundasciurus steerii",1.26147503154328,213.561168393699,210,14.4374122376119,148.975620390007,130.885161412621,155.819614309062,3.52172093467915,305.582964745593,33.626887512138,1.37322890932882,0.00546659423786404,0.00500032854616002,63.1292453342882,2.829381027244,2.3851602822604,51.7974278087848,7.67031844300096,49.7463680711639,744.312968334658,16.8026098662749,137.841500883619,1.19154637461583,5,1.71353965262861,1.43632939461873,28.3132030640296,47.2248503267239,135.348257052797
"1930","Rodentia","Sciuridae","Sundasciurus","tenuis","Sundasciurus tenuis",1.31750742812895,74.87,168.37,15.0629145823072,142.445313120898,121.956002963601,186.491689337904,5,296.596318942301,31.6433104684811,1,0.00611171816240237,0.00605264474172746,56.8349493016211,3.11,2.4828748143755,56.0329745601542,6.93365019085316,48.9252629363223,141.72,16.7177093598062,131.447157211694,1.17194403292134,5,2,2,29.3269845155081,43.3185979311868,133.391029946644
"1931","Rodentia","Cricetidae","Synaptomys","borealis","Synaptomys borealis",1.11204301913435,21.3,99.0578289331098,13.8522225986035,116.069945787586,66.6454580904612,59.8950705245543,3.3929436206405,301.488778023512,24.9201325905254,1.93640320471509,0.0032913225157328,0.00351134015034808,36.0768873014451,4.27,2.87537821571454,40.9478365209717,2.77235432771815,44.2991746788926,795.862292987593,19.2149447577096,71.1248758065542,1.13971568426704,5.74055803343022,1.66436538101996,1.92536246840167,24.1069757962778,25.6651303857231,126.663870959317
"1932","Rodentia","Cricetidae","Synaptomys","cooperi","Synaptomys cooperi",1.25045910886069,28.01,105.5,11.25,119.094477417718,79.3896486679639,76.241386966533,4,300.098044161809,23.3,1.90412866674194,0.000847162,0.0012,41.685322072731,3.09,2.75,30,3.15,44.9022848582293,1144.96,18.6333870738855,78.0854797521363,1.27846860752828,5.54837507285286,1.43356964373809,1,20.41,20,130.012642279833
"1933","Rodentia","Sciuridae","Syntheosciurus","brochus","Syntheosciurus brochus",2,190.844222700846,162,13.6527501879626,148.986429399152,138.393133801384,183.301807439545,3,307.018170056032,33.6491605091868,2,0.00520555358379358,0.0052968856736025,67.3526076979045,2.70490087129949,2.15114744856971,53.6560001774394,8.71957404041715,49.9404492286549,974.754499937075,17.6774602348809,137.459897266897,2,5.17193945232121,2,1,27.1438229347651,52.8244836936705,142.343318015768
"1934","Rodentia","Spalacidae","Tachyoryctes","ankoliae","Tachyoryctes ankoliae",1.37590397068132,93.9163378853591,136.040418639949,16.0613241081205,128.650520636243,89.7058573751936,90.4312908978798,2.20294347522413,278.002477739219,29.9802100704177,1.38338228543642,0.00451835433543244,0.00404548377886102,54.5370439746682,3.15639118515474,2.9444848751645,51.8859221836871,5.3896788538186,46.5402662983525,1320.8988472101,17.8702035900259,94.9329879204555,1.14033105247827,5.03756481547391,1.0632542561515,1.83667771345371,27.1381154017957,34.4139701064654,131.320545626557
"1935","Rodentia","Spalacidae","Tachyoryctes","annectens","Tachyoryctes annectens",1.37590397068132,93.9163378853591,136.040418639949,16.0613241081205,128.650520636243,89.7058573751936,90.4312908978798,2.20294347522413,278.002477739219,29.9802100704177,1.38338228543642,0.00451835433543244,0.00404548377886102,54.5370439746682,3.15639118515474,2.9444848751645,51.8859221836871,5.3896788538186,46.5402662983525,1320.8988472101,17.8702035900259,94.9329879204555,1.14033105247827,5.03756481547391,1.0632542561515,1.83667771345371,27.1381154017957,34.4139701064654,131.320545626557
"1936","Rodentia","Spalacidae","Tachyoryctes","audax","Tachyoryctes audax",1.37590397068132,93.9163378853591,136.040418639949,16.0613241081205,128.650520636243,89.7058573751936,90.4312908978798,2.20294347522413,278.002477739219,29.9802100704177,1.38338228543642,0.00451835433543244,0.00404548377886102,54.5370439746682,3.15639118515474,2.9444848751645,51.8859221836871,5.3896788538186,46.5402662983525,1320.8988472101,17.8702035900259,94.9329879204555,1.14033105247827,5.03756481547391,1.0632542561515,1.83667771345371,27.1381154017957,34.4139701064654,131.320545626557
"1937","Rodentia","Spalacidae","Tachyoryctes","daemon","Tachyoryctes daemon",1.37590397068132,93.9163378853591,136.040418639949,16.0613241081205,128.650520636243,89.7058573751936,90.4312908978798,2.20294347522413,278.002477739219,29.9802100704177,1.38338228543642,0.00451835433543244,0.00404548377886102,54.5370439746682,3.15639118515474,2.9444848751645,51.8859221836871,5.3896788538186,46.5402662983525,1320.8988472101,17.8702035900259,94.9329879204555,1.14033105247827,5.03756481547391,1.0632542561515,1.83667771345371,27.1381154017957,34.4139701064654,131.320545626557
"1938","Rodentia","Spalacidae","Tachyoryctes","ibeanus","Tachyoryctes ibeanus",1.37690397068132,93.9725186843545,136.239716205594,16.1146862802904,128.650520636243,89.7058573751936,90.5560501479679,2.20579731119736,278.002477739219,29.9694370897879,1.38270743201972,0.00451753706288876,0.00405704746102501,54.6478891472873,3.15729284021825,2.94194730685849,51.8903403655053,5.38703270439331,46.5587844244029,1320.96834109899,17.8702035900259,95.0379465024291,1.14081890777543,5.04089067813781,1.06223342281816,1.83334783636343,27.1473373302145,34.342383439086,131.320545626557
"1939","Rodentia","Spalacidae","Tachyoryctes","macrocephalus","Tachyoryctes macrocephalus",3,621.88,209,14.4536375643143,260.11067098276,254.993962739003,508.245761834062,2,340.675707694226,56.0145063682857,2,0.0202841315094693,0.025015632791338,140.880536473997,1,2.23645653321572,82.5532617830112,35.7021631905946,59.9897134729106,6299.99,24.5933397549525,266.175349876103,1,5.69744125010373,1,1,35.5922514516113,144.571430691752,167.495765551271
"1940","Rodentia","Spalacidae","Tachyoryctes","naivashae","Tachyoryctes naivashae",1.37590397068132,93.9163378853591,136.040418639949,16.0613241081205,128.650520636243,89.7058573751936,90.4312908978798,2.20294347522413,278.002477739219,29.9802100704177,1.38338228543642,0.00451835433543244,0.00404548377886102,54.5370439746682,3.15639118515474,2.9444848751645,51.8859221836871,5.3896788538186,46.5402662983525,1320.8988472101,17.8702035900259,94.9329879204555,1.14033105247827,5.03756481547391,1.0632542561515,1.83667771345371,27.1381154017957,34.4139701064654,131.320545626557
"1941","Rodentia","Spalacidae","Tachyoryctes","rex","Tachyoryctes rex",1.40397907615606,104.489299739931,141.146441381965,15.968758673,128.322261356846,96.2330884194068,94.4366207232603,2.2182074100168,277.869455763028,30.0400956741364,1.38104694596791,0.00435391230096859,0.0038627278159891,55.4684348944079,3.13931869089612,2.9761412487163,51.4977511686918,5.46400103083619,46.005999756403,1336.57327668688,18.0993331787705,96.9258938419956,1.15061337740826,5.17616399711401,1.07535158962998,1.77142998364845,27.2233771737796,34.4500751251591,132.054951939522
"1942","Rodentia","Spalacidae","Tachyoryctes","ruandae","Tachyoryctes ruandae",2.11032215445566,277.357904965977,201.379632196982,13.7192397481685,224.369314796979,180.127400253687,320.887128255825,2.5085903269052,318.321970020955,48.63,1.53290975970187,0.0159258012735821,0.0161133127331188,104.652349024807,1.4,2.27745612176927,69.5758505030488,20,59.8403591113228,1197.36992406306,19.6490168503317,196.31049907875,1.99510885258789,4.60308925692466,1.48054996422654,1.32440005926809,31.6789682870026,75.9010509425979,148.88919605078
"1943","Rodentia","Spalacidae","Tachyoryctes","ruddi","Tachyoryctes ruddi",1.35564251795593,95.5736172256367,136.515563266577,16.0950838908633,128.324465558658,89.442291037379,90.6529978597267,2.20479469011434,276.472200671911,30.0368068798486,1.35631268336668,0.00440208848111285,0.00397074808034069,54.726274554389,3.13976099190027,2.95242473579925,51.8161306346103,5.38037764217709,46.4123655429413,1327.77780649063,18.1133341152784,95.0091974930865,1.15249453277543,5.04518181860661,1.07135594717203,1.84534464135531,27.1010437606722,34.4633748043127,131.531342376557
"1944","Rodentia","Spalacidae","Tachyoryctes","spalacinus","Tachyoryctes spalacinus",1.37590397068132,93.9163378853591,136.040418639949,16.0613241081205,128.650520636243,89.7058573751936,90.4312908978798,2.20294347522413,278.002477739219,29.9802100704177,1.38338228543642,0.00451835433543244,0.00404548377886102,54.5370439746682,3.15639118515474,2.9444848751645,51.8859221836871,5.3896788538186,46.5402662983525,1320.8988472101,17.8702035900259,94.9329879204555,1.14033105247827,5.03756481547391,1.0632542561515,1.83667771345371,27.1381154017957,34.4139701064654,131.320545626557
"1945","Rodentia","Spalacidae","Tachyoryctes","splendens","Tachyoryctes splendens",2.14011170083713,227.13,197.65,24.5,198.416371676947,154.22,196.5,3.20306377251322,322.696013810188,39.01,1.72706734978619,7.80443e-05,7.32194e-05,173,1.41,2,72.1610247384119,15,57.5,3385.42,20.631554906367,137.21,1,6.13040351329884,1.44430128034353,1.33482725713676,35.07,67.5819759647335,145.222722713373
"1946","Rodentia","Spalacidae","Tachyoryctes","storeyi","Tachyoryctes storeyi",1.37590397068132,93.9163378853591,136.040418639949,16.0613241081205,128.650520636243,89.7058573751936,90.4312908978798,2.20294347522413,278.002477739219,29.9802100704177,1.38338228543642,0.00451835433543244,0.00404548377886102,54.5370439746682,3.15639118515474,2.9444848751645,51.8859221836871,5.3896788538186,46.5402662983525,1320.8988472101,17.8702035900259,94.9329879204555,1.14033105247827,5.03756481547391,1.0632542561515,1.83667771345371,27.1381154017957,34.4139701064654,131.320545626557
"1947","Rodentia","Muridae","Taeromys","arcuatus","Taeromys arcuatus",1.09395146263884,102.621331401032,141.939337104812,14.626255953468,126.791977939558,93.7713284395387,91.6002516651118,3.12671186634124,297.057117199183,28.9448878206303,1.63703873225419,0.00426868675041167,0.00384750631860937,48.1374041512285,3.06804864588451,2.77191802752981,47.2527185024662,4.45238214845185,46.559379863396,635.07666180397,17.2025147179816,92.6095964206418,1.12809393612781,4.62760479253934,1.61922145002323,1.80486337237421,26.4605631680655,33.2353819258801,130.045468309014
"1948","Rodentia","Muridae","Taeromys","callitrichus","Taeromys callitrichus",1.09395146263884,102.621331401032,141.939337104812,14.626255953468,126.791977939558,93.7713284395387,91.6002516651118,3.12671186634124,297.057117199183,28.9448878206303,1.63703873225419,0.00426868675041167,0.00384750631860937,48.1374041512285,3.06804864588451,2.77191802752981,47.2527185024662,4.45238214845185,46.559379863396,635.07666180397,17.2025147179816,92.6095964206418,1.12809393612781,4.62760479253934,1.61922145002323,1.80486337237421,26.4605631680655,33.2353819258801,130.045468309014
